elec_date,county,entity_description,race_number,race_description,race_party,tot_race_prec,race_prec_reporting,cand_number,cand_name,cand_party,cand_absmail_votes,cand_early_votes,cand_elecday_votes,cand_tot_votes,race_county_owner
6/28/2022,"PAWNEE","PAWNEE COUNTY",11005,"FOR STATE TREASURER",REP,10,10,3,"TODD RUSS",REP,13,72,796,881,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,10,10,1,"JOHN COX",REP,2,42,412,456,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,10,10,2,"WILLIAM E. CROZIER",REP,2,6,109,117,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,10,10,3,"APRIL GRACE",REP,9,49,557,615,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,10,10,4,"RYAN WALTERS",REP,13,33,532,578,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,10,10,1,"KEITH SWINTON",REP,0,16,231,247,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,10,10,2,"SEAN ROBERTS",REP,12,35,633,680,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,10,10,3,"LESLIE KATHRYN OSBORN",REP,13,77,717,807,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,10,10,1,"HAROLD D SPRADLING",REP,2,19,235,256,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,10,10,2,"JUSTIN HORNBACK",REP,5,25,355,385,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,10,10,3,"TODD THOMSEN",REP,8,29,398,435,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,10,10,4,"KIM DAVID",REP,9,54,570,633,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11010,"FOR UNITED STATES SENATOR",REP,10,10,1,"JACKSON LAHMEYER",REP,4,25,424,453,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11010,"FOR UNITED STATES SENATOR",REP,10,10,2,"JAMES LANKFORD",REP,19,101,1152,1272,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11010,"FOR UNITED STATES SENATOR",REP,10,10,3,"JOAN FARR",REP,5,6,98,109,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,10,10,1,"LUKE HOLLAND",REP,2,12,146,160,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,10,10,2,"MARKWAYNE MULLIN",REP,16,78,884,978,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,10,10,3,"JOHN F. TOMPKINS",REP,0,0,10,10,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,10,10,4,"SCOTT PRUITT",REP,3,6,79,88,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,10,10,5,"T.W. SHANNON",REP,3,7,181,191,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,10,10,6,"ADAM HOLLEY",REP,1,2,8,11,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,10,10,7,"RANDY J GRELLNER",REP,1,11,148,160,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,10,10,8,"ALEX GRAY",REP,0,0,22,22,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,10,10,9,"PAUL ROYSE",REP,0,0,6,6,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,10,10,10,"LAURA MORENO",REP,0,2,26,28,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,10,10,11,"NATHAN DAHM",REP,2,10,130,142,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,10,10,12,"JESSICA JEAN GARRISON",REP,0,2,27,29,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,10,10,13,"MICHAEL COIBION",REP,0,2,6,8,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11014,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",REP,10,10,1,"FRANK D. LUCAS",REP,18,91,1071,1180,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11014,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",REP,10,10,2,"WADE BURLESON",REP,7,25,392,424,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11014,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",REP,10,10,3,"STEPHEN BUTLER",REP,3,16,179,198,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11075,"FOR STATE REPRESENTATIVE DISTRICT 35",REP,10,10,1,"TY D. BURNS",REP,25,121,1298,1444,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11075,"FOR STATE REPRESENTATIVE DISTRICT 35",REP,10,10,2,"DANIEL JOHNSON",REP,1,12,320,333,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",11227,"FOR COUNTY ASSESSOR",REP,10,10,1,"CHASTITY VARNELL",REP,9,17,523,549,PAWNEE
6/28/2022,"PAWNEE","PAWNEE COUNTY",11227,"FOR COUNTY ASSESSOR",REP,10,10,2,"MELISSA  WATERS",REP,17,117,1099,1233,PAWNEE
6/28/2022,"PAWNEE","PAWNEE COUNTY",11381,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",REP,4,4,1,"RONNIE WEAVER",REP,6,5,217,228,PAWNEE
6/28/2022,"PAWNEE","PAWNEE COUNTY",11381,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",REP,4,4,2,"MARK BRISBIN",REP,3,31,194,228,PAWNEE
6/28/2022,"PAWNEE","PAWNEE COUNTY",11381,"FOR COUNTY COMMISSIONER DISTRICT NO. 1",REP,4,4,3,"CASEY A. MUSE",REP,4,10,204,218,PAWNEE
6/28/2022,"PAWNEE","PAWNEE COUNTY",11458,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",REP,3,3,1,"BARRY DONNELLY",REP,10,8,254,272,PAWNEE
6/28/2022,"PAWNEE","PAWNEE COUNTY",11458,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",REP,3,3,2,"CURT MULLIN",REP,2,7,291,300,PAWNEE
6/28/2022,"PAWNEE","PAWNEE COUNTY",13001,"FOR GOVERNOR",DEM,10,10,1,"CONNIE JOHNSON",DEM,9,6,183,198,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",13001,"FOR GOVERNOR",DEM,10,10,2,"JOY HOFMEISTER",DEM,12,23,330,365,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,10,10,1,"JASON BOLLINGER",DEM,1,5,90,96,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,10,10,2,"BRANDON WADE",DEM,1,8,72,81,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,10,10,3,"MADISON HORN",DEM,9,6,134,149,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,10,10,4,"ARYA AZMA",DEM,0,2,30,32,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,10,10,5,"JO GLENN",DEM,5,1,63,69,,
6/28/2022,"PAWNEE","PAWNEE COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,10,10,6,"DENNIS L. BAKER",DEM,4,7,114,125,,
6/28/2022,"PAYNE","PAYNE COUNTY",11001,"FOR GOVERNOR",REP,30,30,1,"MOIRA McCABE",REP,9,11,262,282,,
6/28/2022,"PAYNE","PAYNE COUNTY",11001,"FOR GOVERNOR",REP,30,30,2,"JOEL KINTSEL",REP,36,96,968,1100,,
6/28/2022,"PAYNE","PAYNE COUNTY",11001,"FOR GOVERNOR",REP,30,30,3,"KEVIN STITT",REP,133,388,4532,5053,,
6/28/2022,"PAYNE","PAYNE COUNTY",11001,"FOR GOVERNOR",REP,30,30,4,"MARK SHERWOOD",REP,21,52,825,898,,
6/28/2022,"PAYNE","PAYNE COUNTY",11003,"FOR STATE AUDITOR AND INSPECTOR",REP,30,30,1,"STEVEN W. McQUILLEN",REP,60,178,2050,2288,,
6/28/2022,"PAYNE","PAYNE COUNTY",11003,"FOR STATE AUDITOR AND INSPECTOR",REP,30,30,2,"CINDY BYRD",REP,132,360,4316,4808,,
6/28/2022,"PAYNE","PAYNE COUNTY",11004,"FOR ATTORNEY GENERAL",REP,30,30,1,"GENTNER F. DRUMMOND",REP,130,295,3392,3817,,
6/28/2022,"PAYNE","PAYNE COUNTY",11004,"FOR ATTORNEY GENERAL",REP,30,30,2,"JOHN M. O'CONNOR",REP,71,257,3115,3443,,
6/28/2022,"PAYNE","PAYNE COUNTY",11005,"FOR STATE TREASURER",REP,30,30,1,"DAVID B. HOOTEN",REP,24,79,1108,1211,,
6/28/2022,"PAYNE","PAYNE COUNTY",11005,"FOR STATE TREASURER",REP,30,30,2,"CLARK JOLLEY",REP,89,186,2261,2536,,
6/28/2022,"PAYNE","PAYNE COUNTY",11005,"FOR STATE TREASURER",REP,30,30,3,"TODD RUSS",REP,76,257,2846,3179,,
6/28/2022,"PAYNE","PAYNE COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,30,30,1,"JOHN COX",REP,42,103,1394,1539,,
6/28/2022,"PAYNE","PAYNE COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,30,30,2,"WILLIAM E. CROZIER",REP,7,29,318,354,,
6/28/2022,"PAYNE","PAYNE COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,30,30,3,"APRIL GRACE",REP,72,170,1924,2166,,
6/28/2022,"PAYNE","PAYNE COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,30,30,4,"RYAN WALTERS",REP,67,235,2718,3020,,
6/28/2022,"PAYNE","PAYNE COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,30,30,1,"KEITH SWINTON",REP,25,53,859,937,,
6/28/2022,"PAYNE","PAYNE COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,30,30,2,"SEAN ROBERTS",REP,44,162,2206,2412,,
6/28/2022,"PAYNE","PAYNE COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,30,30,3,"LESLIE KATHRYN OSBORN",REP,117,308,3129,3554,,
6/28/2022,"PAYNE","PAYNE COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,30,30,1,"HAROLD D SPRADLING",REP,19,52,854,925,,
6/28/2022,"PAYNE","PAYNE COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,30,30,2,"JUSTIN HORNBACK",REP,39,88,1290,1417,,
6/28/2022,"PAYNE","PAYNE COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,30,30,3,"TODD THOMSEN",REP,46,110,1440,1596,,
6/28/2022,"PAYNE","PAYNE COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,30,30,4,"KIM DAVID",REP,81,258,2467,2806,,
6/28/2022,"PAYNE","PAYNE COUNTY",11010,"FOR UNITED STATES SENATOR",REP,30,30,1,"JACKSON LAHMEYER",REP,32,114,1603,1749,,
6/28/2022,"PAYNE","PAYNE COUNTY",11010,"FOR UNITED STATES SENATOR",REP,30,30,2,"JAMES LANKFORD",REP,147,411,4556,5114,,
6/28/2022,"PAYNE","PAYNE COUNTY",11010,"FOR UNITED STATES SENATOR",REP,30,30,3,"JOAN FARR",REP,14,23,417,454,,
6/28/2022,"PAYNE","PAYNE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,1,"LUKE HOLLAND",REP,18,67,696,781,,
6/28/2022,"PAYNE","PAYNE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,2,"MARKWAYNE MULLIN",REP,71,178,1776,2025,,
6/28/2022,"PAYNE","PAYNE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,3,"JOHN F. TOMPKINS",REP,1,0,31,32,,
6/28/2022,"PAYNE","PAYNE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,4,"SCOTT PRUITT",REP,8,25,275,308,,
6/28/2022,"PAYNE","PAYNE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,5,"T.W. SHANNON",REP,34,102,1078,1214,,
6/28/2022,"PAYNE","PAYNE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,6,"ADAM HOLLEY",REP,3,3,28,34,,
6/28/2022,"PAYNE","PAYNE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,7,"RANDY J GRELLNER",REP,45,93,2026,2164,,
6/28/2022,"PAYNE","PAYNE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,8,"ALEX GRAY",REP,1,2,31,34,,
6/28/2022,"PAYNE","PAYNE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,9,"PAUL ROYSE",REP,0,2,7,9,,
6/28/2022,"PAYNE","PAYNE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,10,"LAURA MORENO",REP,3,9,123,135,,
6/28/2022,"PAYNE","PAYNE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,11,"NATHAN DAHM",REP,10,61,406,477,,
6/28/2022,"PAYNE","PAYNE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,12,"JESSICA JEAN GARRISON",REP,1,5,85,91,,
6/28/2022,"PAYNE","PAYNE COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,30,30,13,"MICHAEL COIBION",REP,2,0,12,14,,
6/28/2022,"PAYNE","PAYNE COUNTY",11014,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",REP,30,30,1,"FRANK D. LUCAS",REP,141,358,4050,4549,,
6/28/2022,"PAYNE","PAYNE COUNTY",11014,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",REP,30,30,2,"WADE BURLESON",REP,38,158,1932,2128,,
6/28/2022,"PAYNE","PAYNE COUNTY",11014,"FOR UNITED STATES REPRESENTATIVE DISTRICT 03",REP,30,30,3,"STEPHEN BUTLER",REP,15,28,504,547,,
6/28/2022,"PAYNE","PAYNE COUNTY",11072,"FOR STATE REPRESENTATIVE DISTRICT 32",REP,1,1,1,"KEVIN WALLACE",REP,12,7,241,260,,
6/28/2022,"PAYNE","PAYNE COUNTY",11072,"FOR STATE REPRESENTATIVE DISTRICT 32",REP,1,1,2,"RYAN DIXON",REP,1,13,262,276,,
6/28/2022,"PAYNE","PAYNE COUNTY",11073,"FOR STATE REPRESENTATIVE DISTRICT 33",REP,14,14,1,"JOHN TALLEY",REP,65,169,2081,2315,,
6/28/2022,"PAYNE","PAYNE COUNTY",11073,"FOR STATE REPRESENTATIVE DISTRICT 33",REP,14,14,2,"BRICE CHAFFIN",REP,42,132,1933,2107,,
6/28/2022,"PAYNE","PAYNE COUNTY",11074,"FOR STATE REPRESENTATIVE DISTRICT 34",REP,12,12,1,"MICHAEL BAUGHMAN",REP,24,74,719,817,,
6/28/2022,"PAYNE","PAYNE COUNTY",11074,"FOR STATE REPRESENTATIVE DISTRICT 34",REP,12,12,2,"DaRAN L JOHNSON",REP,13,37,296,346,,
6/28/2022,"PAYNE","PAYNE COUNTY",11074,"FOR STATE REPRESENTATIVE DISTRICT 34",REP,12,12,3,"ANDREW MUCHMORE",REP,19,70,477,566,,
6/28/2022,"PAYNE","PAYNE COUNTY",11075,"FOR STATE REPRESENTATIVE DISTRICT 35",REP,3,3,1,"TY D. BURNS",REP,9,23,287,319,,
6/28/2022,"PAYNE","PAYNE COUNTY",11075,"FOR STATE REPRESENTATIVE DISTRICT 35",REP,3,3,2,"DANIEL JOHNSON",REP,2,6,61,69,,
6/28/2022,"PAYNE","PAYNE COUNTY",11459,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",REP,11,11,1,"KENT BRADLEY",REP,36,85,770,891,PAYNE
6/28/2022,"PAYNE","PAYNE COUNTY",11459,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",REP,11,11,2,"SHERYL ARTHUR LACY",REP,18,68,923,1009,PAYNE
6/28/2022,"PAYNE","PAYNE COUNTY",11459,"FOR COUNTY COMMISSIONER DISTRICT NO. 3",REP,11,11,3,"RHONDA MARKUM",REP,34,176,1223,1433,PAYNE
6/28/2022,"PAYNE","PAYNE COUNTY",13001,"FOR GOVERNOR",DEM,30,30,1,"CONNIE JOHNSON",DEM,55,69,895,1019,,
6/28/2022,"PAYNE","PAYNE COUNTY",13001,"FOR GOVERNOR",DEM,30,30,2,"JOY HOFMEISTER",DEM,111,194,1831,2136,,
6/28/2022,"PAYNE","PAYNE COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,30,30,1,"JASON BOLLINGER",DEM,33,42,408,483,,
6/28/2022,"PAYNE","PAYNE COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,30,30,2,"BRANDON WADE",DEM,12,27,315,354,,
6/28/2022,"PAYNE","PAYNE COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,30,30,3,"MADISON HORN",DEM,54,108,1101,1263,,
6/28/2022,"PAYNE","PAYNE COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,30,30,4,"ARYA AZMA",DEM,7,14,171,192,,
6/28/2022,"PAYNE","PAYNE COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,30,30,5,"JO GLENN",DEM,32,30,340,402,,
6/28/2022,"PAYNE","PAYNE COUNTY",13010,"FOR UNITED STATES SENATOR",DEM,30,30,6,"DENNIS L. BAKER",DEM,21,34,331,386,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11001,"FOR GOVERNOR",REP,38,38,1,"MOIRA McCABE",REP,1,6,108,115,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11001,"FOR GOVERNOR",REP,38,38,2,"JOEL KINTSEL",REP,7,39,372,418,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11001,"FOR GOVERNOR",REP,38,38,3,"KEVIN STITT",REP,49,173,2591,2813,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11001,"FOR GOVERNOR",REP,38,38,4,"MARK SHERWOOD",REP,6,42,642,690,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11003,"FOR STATE AUDITOR AND INSPECTOR",REP,38,38,1,"STEVEN W. McQUILLEN",REP,17,91,1282,1390,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11003,"FOR STATE AUDITOR AND INSPECTOR",REP,38,38,2,"CINDY BYRD",REP,45,166,2326,2537,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11004,"FOR ATTORNEY GENERAL",REP,38,38,1,"GENTNER F. DRUMMOND",REP,40,155,1921,2116,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11004,"FOR ATTORNEY GENERAL",REP,38,38,2,"JOHN M. O'CONNOR",REP,22,103,1730,1855,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11005,"FOR STATE TREASURER",REP,38,38,1,"DAVID B. HOOTEN",REP,11,52,764,827,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11005,"FOR STATE TREASURER",REP,38,38,2,"CLARK JOLLEY",REP,16,73,994,1083,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11005,"FOR STATE TREASURER",REP,38,38,3,"TODD RUSS",REP,35,121,1722,1878,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,38,38,1,"JOHN COX",REP,15,70,958,1043,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,38,38,2,"WILLIAM E. CROZIER",REP,3,5,107,115,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,38,38,3,"APRIL GRACE",REP,10,64,970,1044,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11006,"FOR SUPERINTENDENT OF PUBLIC INSTRUCTION",REP,38,38,4,"RYAN WALTERS",REP,34,116,1578,1728,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,38,38,1,"KEITH SWINTON",REP,7,32,533,572,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,38,38,2,"SEAN ROBERTS",REP,18,72,1450,1540,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11007,"FOR COMMISSIONER OF LABOR",REP,38,38,3,"LESLIE KATHRYN OSBORN",REP,37,143,1527,1707,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,38,38,1,"HAROLD D SPRADLING",REP,6,39,486,531,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,38,38,2,"JUSTIN HORNBACK",REP,14,48,884,946,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,38,38,3,"TODD THOMSEN",REP,18,52,845,915,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11009,"FOR CORPORATION COMMISSIONER",REP,38,38,4,"KIM DAVID",REP,23,103,1246,1372,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11010,"FOR UNITED STATES SENATOR",REP,38,38,1,"JACKSON LAHMEYER",REP,6,56,749,811,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11010,"FOR UNITED STATES SENATOR",REP,38,38,2,"JAMES LANKFORD",REP,52,193,2698,2943,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11010,"FOR UNITED STATES SENATOR",REP,38,38,3,"JOAN FARR",REP,6,11,239,256,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,38,38,1,"LUKE HOLLAND",REP,4,17,271,292,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,38,38,2,"MARKWAYNE MULLIN",REP,41,182,2613,2836,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,38,38,3,"JOHN F. TOMPKINS",REP,0,0,20,20,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,38,38,4,"SCOTT PRUITT",REP,5,7,96,108,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,38,38,5,"T.W. SHANNON",REP,9,18,304,331,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,38,38,6,"ADAM HOLLEY",REP,0,0,12,12,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,38,38,7,"RANDY J GRELLNER",REP,0,6,68,74,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,38,38,8,"ALEX GRAY",REP,0,4,27,31,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,38,38,9,"PAUL ROYSE",REP,2,1,11,14,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,38,38,10,"LAURA MORENO",REP,0,3,47,50,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,38,38,11,"NATHAN DAHM",REP,2,16,159,177,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,38,38,12,"JESSICA JEAN GARRISON",REP,0,4,43,47,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11011,"FOR UNITED STATES SENATOR (UNEXPIRED TERM)",REP,38,38,13,"MICHAEL COIBION",REP,0,1,15,16,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,38,38,1,"JOHN BENNETT",REP,7,31,300,338,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,38,38,2,"CHRIS SCHILLER",REP,1,16,238,255,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,38,38,3,"DAVID DERBY",REP,1,8,187,196,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,38,38,4,"JOSH BRECHEEN",REP,10,31,468,509,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,38,38,5,"GUY BARKER",REP,13,37,464,514,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,38,38,6,"PAMELA GORDON",REP,8,43,309,360,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,38,38,7,"WES NOFIRE",REP,1,6,128,135,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,38,38,8,"ERICK P. WYATT",REP,0,2,24,26,,
6/28/2022,"PITTSBURG","PITTSBURG COUNTY",11013,"FOR UNITED STATES REPRESENTATIVE DISTRICT 02",REP,38,38,9,"JOHNNY TEEHEE",REP,7,30,556,593,,
